Id,Province_State,Country_Region,Date,ConfirmedCases,Fatalities
27392,Arkansas,US,2/22/2020,0,0
27393,Arkansas,US,2/23/2020,0,0
27394,Arkansas,US,2/24/2020,0,0
27395,Arkansas,US,2/25/2020,0,0
27396,Arkansas,US,2/26/2020,0,0
27397,Arkansas,US,2/27/2020,0,0
27398,Arkansas,US,2/28/2020,0,0
27399,Arkansas,US,2/29/2020,0,0
27400,Arkansas,US,3/1/2020,0,0
27401,Arkansas,US,3/2/2020,0,0
27402,Arkansas,US,3/3/2020,0,0
27403,Arkansas,US,3/4/2020,0,0
27404,Arkansas,US,3/5/2020,0,0
27405,Arkansas,US,3/6/2020,0,0
27406,Arkansas,US,3/7/2020,0,0
27407,Arkansas,US,3/8/2020,0,0
27408,Arkansas,US,3/9/2020,0,0
27409,Arkansas,US,3/10/2020,0,0
27410,Arkansas,US,3/11/2020,1,0
27411,Arkansas,US,3/12/2020,6,0
27412,Arkansas,US,3/13/2020,6,0
27413,Arkansas,US,3/14/2020,12,0
27414,Arkansas,US,3/15/2020,16,0
27415,Arkansas,US,3/16/2020,22,0
27416,Arkansas,US,3/17/2020,22,0
27417,Arkansas,US,3/18/2020,33,0
27418,Arkansas,US,3/19/2020,62,0
27419,Arkansas,US,3/20/2020,96,0
27420,Arkansas,US,3/21/2020,122,0
27421,Arkansas,US,3/22/2020,165,0
27422,Arkansas,US,3/23/2020,192,0
27423,Arkansas,US,3/24/2020,219,2
27424,Arkansas,US,3/25/2020,280,2
27425,Arkansas,US,3/26/2020,335,2
27426,Arkansas,US,3/27/2020,381,3
27427,Arkansas,US,3/28/2020,409,5
27428,Arkansas,US,3/29/2020,426,6
27429,Arkansas,US,3/30/2020,473,7
27430,Arkansas,US,3/31/2020,523,8
27431,Arkansas,US,4/1/2020,584,10
27432,Arkansas,US,4/2/2020,643,12
27433,Arkansas,US,4/3/2020,704,12
27434,Arkansas,US,4/4/2020,743,14
27435,Arkansas,US,4/5/2020,837,16
27436,Arkansas,US,4/6/2020,875,16
27437,Arkansas,US,4/7/2020,946,18
27438,Arkansas,US,4/8/2020,1000,18
27439,Arkansas,US,4/9/2020,1119,21
27440,Arkansas,US,4/10/2020,1171,21
27441,Arkansas,US,4/11/2020,1228,25
27442,Arkansas,US,4/12/2020,1280,27
27443,Arkansas,US,4/13/2020,1410,29
27444,Arkansas,US,4/14/2020,1498,32
27445,Arkansas,US,4/15/2020,1569,33
27446,Arkansas,US,4/16/2020,1620,37
27447,Arkansas,US,4/17/2020,1695,37
27448,Arkansas,US,4/18/2020,1744,38
27449,Arkansas,US,4/19/2020,1781,39
27450,Arkansas,US,4/20/2020,1973,41
27451,Arkansas,US,4/21/2020,1990,42
27452,Arkansas,US,4/22/2020,2276,42
27453,Arkansas,US,4/23/2020,2599,45
27454,Arkansas,US,4/24/2020,2810,47
27455,Arkansas,US,4/25/2020,2911,48
27456,Arkansas,US,4/26/2020,3001,51
27457,Arkansas,US,4/27/2020,3069,51
27458,Arkansas,US,4/28/2020,3127,57
27459,Arkansas,US,4/29/2020,3193,57
27460,Arkansas,US,4/30/2020,3281,61
27461,Arkansas,US,5/1/2020,3337,64
27462,Arkansas,US,5/2/2020,3372,72
27463,Arkansas,US,5/3/2020,3437,76
27464,Arkansas,US,5/4/2020,3491,80
27465,Arkansas,US,5/5/2020,3525,83
27466,Arkansas,US,5/6/2020,3611,87
27467,Arkansas,US,5/7/2020,3703,87
27468,Arkansas,US,5/8/2020,3747,88
27469,Arkansas,US,5/9/2020,3747,88
27475,California,US,1/22/2020,0,0
27476,California,US,1/23/2020,0,0
27477,California,US,1/24/2020,0,0
27478,California,US,1/25/2020,0,0
27479,California,US,1/26/2020,0,0
27480,California,US,1/27/2020,0,0
27481,California,US,1/28/2020,0,0
27482,California,US,1/29/2020,0,0
27483,California,US,1/30/2020,0,0
27484,California,US,1/31/2020,0,0
27485,California,US,2/1/2020,0,0
27486,California,US,2/2/2020,0,0
27487,California,US,2/3/2020,0,0
27488,California,US,2/4/2020,0,0
27489,California,US,2/5/2020,0,0
27490,California,US,2/6/2020,0,0
27491,California,US,2/7/2020,0,0
27492,California,US,2/8/2020,0,0
27493,California,US,2/9/2020,0,0
27494,California,US,2/10/2020,0,0
27495,California,US,2/11/2020,0,0
27496,California,US,2/12/2020,0,0
27497,California,US,2/13/2020,0,0
27498,California,US,2/14/2020,0,0
27499,California,US,2/15/2020,0,0
27500,California,US,2/16/2020,0,0
27501,California,US,2/17/2020,0,0
27502,California,US,2/18/2020,0,0
27503,California,US,2/19/2020,0,0
27504,California,US,2/20/2020,0,0
27505,California,US,2/21/2020,0,0
27506,California,US,2/22/2020,0,0
27507,California,US,2/23/2020,0,0
27508,California,US,2/24/2020,0,0
27509,California,US,2/25/2020,0,0
27510,California,US,2/26/2020,0,0
27511,California,US,2/27/2020,0,0
27512,California,US,2/28/2020,0,0
27513,California,US,2/29/2020,0,0
27514,California,US,3/1/2020,0,0
27515,California,US,3/2/2020,0,0
27516,California,US,3/3/2020,0,0
27517,California,US,3/4/2020,0,0
27518,California,US,3/5/2020,0,0
27519,California,US,3/6/2020,0,0
27520,California,US,3/7/2020,0,0
27521,California,US,3/8/2020,0,0
27522,California,US,3/9/2020,0,0
27523,California,US,3/10/2020,144,2
27524,California,US,3/11/2020,177,3
27525,California,US,3/12/2020,221,4
27526,California,US,3/13/2020,282,4
27527,California,US,3/14/2020,340,5
27528,California,US,3/15/2020,426,6
27529,California,US,3/16/2020,557,7
27530,California,US,3/17/2020,698,12
27531,California,US,3/18/2020,751,13
27532,California,US,3/19/2020,952,18
27533,California,US,3/20/2020,1177,23
27534,California,US,3/21/2020,1364,24
27535,California,US,3/22/2020,1646,30
27536,California,US,3/23/2020,2108,39
27537,California,US,3/24/2020,2538,50
27538,California,US,3/25/2020,2998,65
27539,California,US,3/26/2020,3899,81
27540,California,US,3/27/2020,4657,94
27541,California,US,3/28/2020,5095,110
27542,California,US,3/29/2020,5852,124
27543,California,US,3/30/2020,7138,146
27544,California,US,3/31/2020,8210,173
27545,California,US,4/1/2020,9399,199
27546,California,US,4/2/2020,10773,238
27547,California,US,4/3/2020,12004,265
27548,California,US,4/4/2020,12837,289
27549,California,US,4/5/2020,15034,348
27550,California,US,4/6/2020,16019,380
27551,California,US,4/7/2020,17351,432
27552,California,US,4/8/2020,18897,495
27553,California,US,4/9/2020,19710,544
27554,California,US,4/10/2020,21081,583
27555,California,US,4/11/2020,21706,604
27556,California,US,4/12/2020,22795,640
27557,California,US,4/13/2020,23931,714
27558,California,US,4/14/2020,25356,767
27559,California,US,4/15/2020,26686,860
27560,California,US,4/16/2020,27677,956
27561,California,US,4/17/2020,29157,1037
27562,California,US,4/18/2020,30491,1140
27563,California,US,4/19/2020,31431,1177
27564,California,US,4/20/2020,33686,1225
27565,California,US,4/21/2020,35465,1282
27566,California,US,4/22/2020,37344,1421
27567,California,US,4/23/2020,39561,1533
27568,California,US,4/24/2020,41355,1621
27569,California,US,4/25/2020,42368,1689
27570,California,US,4/26/2020,43558,1725
27571,California,US,4/27/2020,44966,1779
27572,California,US,4/28/2020,46164,1864
27573,California,US,4/29/2020,48747,1946
27574,California,US,4/30/2020,50130,2031
27575,California,US,5/1/2020,52026,2126
27576,California,US,5/2/2020,53347,2180
27577,California,US,5/3/2020,54903,2216
27578,California,US,5/4/2020,55884,2278
27579,California,US,5/5/2020,58456,2381
27580,California,US,5/6/2020,60616,2464
27581,California,US,5/7/2020,62148,2535
27582,California,US,5/8/2020,63779,2613
27583,California,US,5/9/2020,66558,2687
27589,Colorado,US,1/22/2020,0,0
27590,Colorado,US,1/23/2020,0,0
27591,Colorado,US,1/24/2020,0,0
27592,Colorado,US,1/25/2020,0,0
27593,Colorado,US,1/26/2020,0,0
27594,Colorado,US,1/27/2020,0,0
27595,Colorado,US,1/28/2020,0,0
27596,Colorado,US,1/29/2020,0,0
27597,Colorado,US,1/30/2020,0,0
27598,Colorado,US,1/31/2020,0,0
27599,Colorado,US,2/1/2020,0,0
27600,Colorado,US,2/2/2020,0,0
27601,Colorado,US,2/3/2020,0,0
27602,Colorado,US,2/4/2020,0,0
27603,Colorado,US,2/5/2020,0,0
27604,Colorado,US,2/6/2020,0,0
27605,Colorado,US,2/7/2020,0,0
27606,Colorado,US,2/8/2020,0,0
27607,Colorado,US,2/9/2020,0,0
27608,Colorado,US,2/10/2020,0,0
27609,Colorado,US,2/11/2020,0,0
27610,Colorado,US,2/12/2020,0,0
27611,Colorado,US,2/13/2020,0,0
27612,Colorado,US,2/14/2020,0,0
27613,Colorado,US,2/15/2020,0,0
27614,Colorado,US,2/16/2020,0,0
27615,Colorado,US,2/17/2020,0,0
27616,Colorado,US,2/18/2020,0,0
27617,Colorado,US,2/19/2020,0,0
27618,Colorado,US,2/20/2020,0,0
27619,Colorado,US,2/21/2020,0,0
27620,Colorado,US,2/22/2020,0,0
27621,Colorado,US,2/23/2020,0,0
27622,Colorado,US,2/24/2020,0,0
27623,Colorado,US,2/25/2020,0,0
27624,Colorado,US,2/26/2020,0,0
27625,Colorado,US,2/27/2020,0,0
27626,Colorado,US,2/28/2020,0,0
27627,Colorado,US,2/29/2020,0,0
27628,Colorado,US,3/1/2020,0,0
27629,Colorado,US,3/2/2020,0,0
27630,Colorado,US,3/3/2020,0,0
27631,Colorado,US,3/4/2020,0,0
27632,Colorado,US,3/5/2020,0,0
27633,Colorado,US,3/6/2020,0,0
27634,Colorado,US,3/7/2020,0,0
27635,Colorado,US,3/8/2020,0,0
27636,Colorado,US,3/9/2020,0,0
27637,Colorado,US,3/10/2020,15,0
27638,Colorado,US,3/11/2020,34,0
27639,Colorado,US,3/12/2020,45,0
27640,Colorado,US,3/13/2020,49,0
27641,Colorado,US,3/14/2020,101,1
27642,Colorado,US,3/15/2020,131,1
27643,Colorado,US,3/16/2020,160,1
27644,Colorado,US,3/17/2020,160,2
27645,Colorado,US,3/18/2020,184,2
27646,Colorado,US,3/19/2020,277,4
27647,Colorado,US,3/20/2020,363,4
27648,Colorado,US,3/21/2020,390,4
27649,Colorado,US,3/22/2020,591,6
27650,Colorado,US,3/23/2020,704,7
27651,Colorado,US,3/24/2020,723,8
27652,Colorado,US,3/25/2020,1021,16
27653,Colorado,US,3/26/2020,1430,19
27654,Colorado,US,3/27/2020,1433,27
27655,Colorado,US,3/28/2020,1740,31
27656,Colorado,US,3/29/2020,2307,47
27657,Colorado,US,3/30/2020,2311,47
27658,Colorado,US,3/31/2020,2966,69
27659,Colorado,US,4/1/2020,2982,69
27660,Colorado,US,4/2/2020,3342,80
27661,Colorado,US,4/3/2020,3742,97
27662,Colorado,US,4/4/2020,4188,111
27663,Colorado,US,4/5/2020,4950,140
27664,Colorado,US,4/6/2020,5183,150
27665,Colorado,US,4/7/2020,5429,179
27666,Colorado,US,4/8/2020,5655,193
27667,Colorado,US,4/9/2020,5655,193
27668,Colorado,US,4/10/2020,6202,226
27669,Colorado,US,4/11/2020,6513,250
27670,Colorado,US,4/12/2020,7307,289
27671,Colorado,US,4/13/2020,7691,306
27672,Colorado,US,4/14/2020,7950,327
27673,Colorado,US,4/15/2020,7956,328
27674,Colorado,US,4/16/2020,8286,355
27675,Colorado,US,4/17/2020,8691,372
27676,Colorado,US,4/18/2020,9047,389
27677,Colorado,US,4/19/2020,9730,420
27678,Colorado,US,4/20/2020,9730,420
27679,Colorado,US,4/21/2020,10473,483
27680,Colorado,US,4/22/2020,10891,506
27681,Colorado,US,4/23/2020,11278,552
27682,Colorado,US,4/24/2020,12256,674
27683,Colorado,US,4/25/2020,12968,684
27684,Colorado,US,4/26/2020,13441,688
27685,Colorado,US,4/27/2020,13879,706
27686,Colorado,US,4/28/2020,14316,736
27687,Colorado,US,4/29/2020,14758,766
27688,Colorado,US,4/30/2020,15284,777
27689,Colorado,US,5/1/2020,15793,821
27690,Colorado,US,5/2/2020,16225,832
27691,Colorado,US,5/3/2020,16635,842
27692,Colorado,US,5/4/2020,16918,851
27693,Colorado,US,5/5/2020,17367,903
27694,Colorado,US,5/6/2020,17832,919
27695,Colorado,US,5/7/2020,18370,944
27696,Colorado,US,5/8/2020,18827,960
27697,Colorado,US,5/9/2020,19375,967
27703,Connecticut,US,1/22/2020,0,0
27704,Connecticut,US,1/23/2020,0,0
27705,Connecticut,US,1/24/2020,0,0
27706,Connecticut,US,1/25/2020,0,0
27707,Connecticut,US,1/26/2020,0,0
27708,Connecticut,US,1/27/2020,0,0
27709,Connecticut,US,1/28/2020,0,0
27710,Connecticut,US,1/29/2020,0,0
