Location,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31
Turkey-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.6931471805599453,1.791759469228055,1.791759469228055,1.9459101490553132,2.9444389791664403,3.871201010907891,4.59511985013459,5.262690188904886,5.886104031450156,6.508769136971682,7.1204443723924875,7.333023014386481,7.5352967024440884,7.797291273547472,8.196987927258897,8.648045999835,8.909640602443098,9.128913373280454,9.289890650734192,9.512812529900598
Belgium-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,1.0986122886681098,2.1972245773362196,2.6390573296152584,3.1780538303479458,3.9318256327243257,4.700480365792417,5.135798437050262,5.303304908059076,5.480638923341991,5.5909869805108565,5.752572638825633,5.752572638825633,6.327936783729195,6.536691597591305,6.787844982309579,6.9650803456014065,7.126087273299125,7.304515946460155,7.493317248862145,7.722234744709607,7.943072717277933,8.132118772955806,8.227909837597483,8.35936910622267,8.504715669905124,8.738094230177667,8.893572718629306,9.119868468812108,9.290721483922995,9.38429367909962,9.455323689894849
Netherlands-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.6931471805599453,1.9459101490553132,2.3978952727983707,2.9444389791664403,3.2188758248682006,3.6635616461296463,4.418840607796598,4.859812404361672,5.241747015059643,5.583496308781699,5.7745515455444085,5.948034989180646,6.222576268071369,6.222576268071369,6.690842277418564,6.866933284461882,7.035268599281097,7.254177846456518,7.441906728051625,7.62657020629066,7.8083230503910555,8.00469951054955,8.197538739721184,8.344029572407049,8.465899897028686,8.623533227187563,8.766082459148864,8.913550280493675,9.05998249038762,9.186355009225672,9.293485953062852,9.371693622333941,9.441134582220915
Austria-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0986122886681098,1.0986122886681098,1.3862943611198906,1.3862943611198906,2.302585092994046,2.70805020110221,2.9444389791664403,3.091042453358316,3.4011973816621555,3.7376696182833684,4.02535169073515,4.382026634673881,4.653960350157523,4.882801922586371,5.209486152841421,5.5093883366279774,5.713732805509369,6.22455842927536,6.486160788944089,6.7580945044277305,6.926577033222725,7.195187320178709,7.4067107301776405,7.607878073278507,7.77863014732581,7.942717540573791,8.183955717304954,8.406261630708956,8.572438665642215,8.628555659269699,8.840724916761715,8.943506132037239,9.02063159674821,9.081256218564645,9.171495588152615,9.228278517107196
Korea South-,0.6931471805599453,0.6931471805599453,1.0986122886681098,1.0986122886681098,1.3862943611198906,1.6094379124341003,1.6094379124341003,1.6094379124341003,1.6094379124341003,2.4849066497880004,2.5649493574615367,2.772588722239781,2.772588722239781,2.833213344056216,2.995732273553991,3.1780538303479458,3.2188758248682006,3.2188758248682006,3.258096538021482,3.332204510175204,3.367295829986474,3.367295829986474,3.367295829986474,3.367295829986474,3.367295829986474,3.4011973816621555,3.4339872044851463,3.4657359027997265,3.4657359027997265,4.653960350157523,5.3230099791384085,6.073044534100405,6.401917196727186,6.726233402358747,6.885509670034818,7.140453043101158,7.4770384723196965,7.757051142032013,8.055475141757274,8.226038429485484,8.374707543119483,8.553910774351401,8.634442751466477,8.714239143608575,8.793915423631676,8.859647499714997,8.897682313454224,8.919854372191667,8.924523226133914,8.956222016362542,8.970813341411448,8.984693690443855,8.998013113095823,9.007367027451355,9.016391478941248,9.02653771890043,9.037652264150466,9.055556158175316,9.06566136060674,9.082507000466299,9.100748695346088,9.100748695346088,9.109193189971226,9.120196822123217,9.131513591430211,9.141311785565748,9.156834104453042,9.16785032035523,9.175955945114351,9.18881025342582
US-California,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.976733742420574,5.181783550292085,5.402677381872279,5.645446897643238,5.831882477283517,6.056784013228625,6.324358962381311,6.54965074223381,6.62273632394984,6.859614903654202,7.071573364211532,7.21890970761906,7.4067107301776405,7.653969180478774,7.839525581704678,8.00603417874901,8.268731832117737,8.446341450444287,8.536211197252,8.67470962929122,8.87332798950246,9.01322999770879
US-Michigan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0986122886681098,1.0986122886681098,2.833213344056216,3.258096538021482,3.5263605246161616,3.9889840465642745,4.189654742026425,4.430816798843313,5.814130531825066,6.315358001522335,6.670766320845874,6.943122422819428,7.1929342212158,7.492203042618741,7.739359202689098,7.953669778649798,8.19836438996762,8.444837529224097,8.610501368549889,8.77940359789435,8.938006576471201
Portugal-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0986122886681098,1.0986122886681098,1.791759469228055,2.1972245773362196,2.6390573296152584,3.044522437723423,3.4339872044851463,3.4339872044851463,3.7376696182833684,4.0943445622221,4.0943445622221,4.727387818712341,5.135798437050262,5.5053315359323625,5.805134968916488,6.1070228877422545,6.1070228877422545,6.666956792429207,6.928537818164665,7.155396301896734,7.3783837129967145,7.630946580890459,7.767687277186908,8.005033344637111,8.173293438966228,8.359134886757962,8.550821372396221,8.693328989123106,8.765458531504226,8.915163617762142
US-Florida,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.772588722239781,3.367295829986474,3.58351893845611,3.9318256327243257,4.343805421853684,4.7535901911063645,5.049856007249537,5.37989735354046,5.752572638825633,6.035481432524756,6.335054251498059,6.492239835020471,6.912742820493176,7.113142108707088,7.253470382684528,7.428333194190806,7.765569081097317,7.972810784121404,8.23323750070527,8.353968130313271,8.607764889600624,8.816111895794005
US-Massachusetts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.532599493153256,4.564348191467836,4.6913478822291435,4.820281565605037,4.9344739331306915,5.10594547390058,5.288267030694535,5.389071729816501,5.389071729816501,5.796057750765372,6.025865973825314,6.26530121273771,6.472346294500901,6.656726524178391,7.05617528410041,7.516977224604321,7.790696031174738,8.083637203141548,8.356554845453426,8.508354242749032,8.657476736863293,8.798001694924846
US-Illinois,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5649493574615367,3.258096538021482,3.4965075614664802,3.8501476017100584,4.174387269895637,4.543294782270004,4.663439094112067,5.087596335232384,5.093750200806762,6.0473721790462776,6.373319789577012,6.625392368007956,6.956545443151569,7.1592919047975645,7.338238150065589,7.531552381407289,7.839525581704678,8.014666370464942,8.158229916959494,8.433159195806228,8.528528701079983,8.698681067461614
Brazil-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,1.0986122886681098,1.0986122886681098,1.0986122886681098,1.0986122886681098,1.6094379124341003,1.6094379124341003,2.6390573296152584,2.6390573296152584,3.044522437723423,3.258096538021482,3.4657359027997265,3.6635616461296463,3.970291913552122,5.0238805208462765,5.0238805208462765,5.093750200806762,5.303304908059076,5.7745515455444085,5.921578419643816,6.432940092739179,6.677083461247136,6.92951677076365,7.344072850573066,7.562681246721884,7.717796211013582,7.845807502637805,8.001689978099135,8.136810863675537,8.270013062273787,8.356319965828153,8.429454277108231,8.651374372882257
US-Washington,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5909869805108565,5.905361848054571,6.093569770045136,6.343880434126331,6.35088571671474,6.467698726104354,6.807934943699926,6.981934677156389,6.981934677156389,7.227662498728654,7.329749689041512,7.492203042618741,7.599901959208498,7.706162970199576,7.753194269884341,7.860185057472165,8.073402968986406,8.154212694914229,8.301769763117166,8.404248432400102,8.501876487304344,8.600246746551523
Israel-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,1.0986122886681098,1.3862943611198906,1.6094379124341003,2.0794415416798357,2.3978952727983707,2.3978952727983707,2.5649493574615367,2.772588722239781,3.044522437723423,3.6375861597263857,3.784189633918261,4.127134385045092,4.127134385045092,4.330733340286331,4.382026634673881,4.61512051684126,4.844187086458591,5.049856007249537,5.365976015021851,5.389071729816501,5.5254529391317835,5.720311776607412,6.059123195581797,6.272877006546167,6.569481420414296,6.784457062637643,6.977281341630747,7.122059881629142,7.7706452341291765,7.898782356970309,8.01829613851552,8.194229304819817,8.354203562921775,8.454466361507933,8.58653266949485
US-Louisiana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,1.9459101490553132,2.995732273553991,3.6109179126442243,4.356708826689592,4.5217885770490405,4.919980925828125,5.2832037287379885,5.552959584921617,5.973809611869261,6.289715570908998,6.373319789577012,6.731018100482083,7.067319848653476,7.236339342754344,7.493317248862145,7.742835955430749,7.917536353943631,8.106514516255185,8.172164452111904,8.300528606199737,8.563695025067657
US-Pennsylvania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5649493574615367,2.833213344056216,3.1354942159291497,3.7376696182833684,3.871201010907891,4.204692619390966,4.356708826689592,4.727387818712341,5.030437921392435,5.332718793265369,5.717027701406222,5.983936280687191,6.234410725718371,6.54965074223381,6.853299093186078,7.13966033596492,7.493317248862145,7.76046702921342,7.953669778649798,8.141189793457691,8.332308352219117,8.509967146324497
Norway-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.6931471805599453,1.9459101490553132,2.772588722239781,2.995732273553991,3.258096538021482,3.4965075614664802,4.04305126783455,4.477336814478207,4.6913478822291435,4.997212273764115,5.176149732573829,5.327876168789581,5.993961427306569,6.395261598115449,6.555356891810665,6.904750769961838,6.994849985833071,7.108244139731541,7.195937226475569,7.288927694521257,7.346655163176539,7.465655310134056,7.557472901614746,7.6586995582682995,7.777373602657861,7.871692664323645,7.9599745280805365,8.034306936339489,8.122668023346407,8.231109840328154,8.298041661371565,8.36287583103188,8.399760094524142,8.442900586834382
Sweden-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,1.0986122886681098,2.0794415416798357,2.0794415416798357,2.5649493574615367,2.70805020110221,2.772588722239781,3.091042453358316,3.58351893845611,4.553876891600541,4.624972813284271,5.087596335232384,5.318119993844216,5.517452896464707,5.87493073085203,6.2166061010848646,6.396929655216146,6.703188113240863,6.8690144506657065,6.930494765951626,7.00669522683704,7.0825485693553,7.154615356913663,7.272398392570047,7.402451520818244,7.475339236566737,7.5678626054638825,7.624130585661289,7.734996194022781,7.834788107388194,7.951911381854188,8.029432840581244,8.145549631783584,8.216358332386156,8.301273485191347,8.397508348470257
