Geo#Country#Contintent,ConfirmedCases,Fatalities,LogConfirmed,LogFatalities,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31
Bahamas-#Bahamas#Americas,14.0,0.0,2.70805020110221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Bahrain-#Bahrain#Asia,567.0,4.0,6.342121418721152,1.6094379124341003,0.0,0.0,0.0,0.0,0.405,0.0,0.288,0.223,0.0,0.0,0.0,0.0,0.0,0.0,
Bangladesh-#Bangladesh#Asia,51.0,5.0,3.9512437185814275,1.791759469228055,0.693,0.0,0.0,0.405,0.0,0.288,0.223,0.182,0.0,0.0,0.0,0.0,0.0,0.0,
Barbados-#Barbados#Americas,34.0,0.0,3.5553480614894135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Belarus-#Belarus#Europe,152.0,1.0,5.030437921392435,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.693,
Belgium-#Belgium#Europe,12775.0,705.0,9.455323689894849,6.559615237493242,0.31,0.383,0.547,0.582,0.111,0.158,0.324,0.375,0.211,0.272,0.199,0.199,0.174,0.317,
Belize-#Belize#Americas,3.0,0.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Benin-#Benin#Africa,9.0,0.0,2.302585092994046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Bhutan-#Bhutan#Asia,4.0,0.0,1.6094379124341003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Bolivia-#Bolivia#Americas,107.0,6.0,4.68213122712422,1.9459101490553132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.693,0.916,0.336,
Bosnia and Herzegovina-#Bosnia and Herzegovina#Europe,420.0,13.0,6.042632833682381,2.6390573296152584,0.0,0.0,0.0,0.693,0.0,0.0,0.693,0.0,0.0,0.223,0.182,0.154,0.452,0.241,
Brazil-#Brazil#Americas,5717.0,201.0,8.651374372882257,5.308267697401205,0.693,0.56,0.539,0.288,0.486,0.297,0.295,0.244,0.262,0.176,0.186,0.201,0.155,0.233,
Brunei-#Brunei#Asia,129.0,1.0,4.867534450455582,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.693,0.0,0.0,0.0,
Bulgaria-#Bulgaria#Europe,399.0,8.0,5.991464547107982,2.1972245773362196,0.0,0.288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.693,0.118,0.0,0.0,
Burkina Faso-#Burkina Faso#Africa,261.0,14.0,5.568344503761097,2.70805020110221,0.693,0.0,0.0,0.405,0.511,0.0,0.0,0.0,0.47,0.223,0.182,0.08,0.0,0.143,
Cabo Verde-#Cabo Verde#Africa,6.0,1.0,1.9459101490553132,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Cambodia-#Cambodia#Asia,109.0,0.0,4.700480365792417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Cameroon-#Cameroon#Africa,193.0,6.0,5.267858159063328,1.9459101490553132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.693,0.0,0.405,0.0,0.847,0.0,0.0,
Canada-Alberta#Canada#Americas,690.0,8.0,6.53813982376767,2.1972245773362196,0.0,0.0,0.693,0.0,0.0,0.0,0.0,0.405,0.0,0.0,0.0,0.0,0.288,0.811,
Canada-British Columbia#Canada#Americas,1013.0,24.0,6.921658184151129,3.2188758248682006,0.47,0.0,0.118,0.201,0.0,0.241,0.0,0.0,0.069,0.0,0.182,0.0,0.105,0.223,
Canada-Manitoba#Canada#Americas,103.0,1.0,4.6443908991413725,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.693,0.0,0.0,0.0,0.0,
Canada-New Brunswick#Canada#Americas,70.0,0.0,4.2626798770413155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Canada-Newfoundland and Labrador#Canada#Americas,152.0,1.0,5.030437921392435,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.693,0.0,
Canada-Nova Scotia#Canada#Americas,147.0,0.0,4.997212273764115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Canada-Ontario#Canada#Americas,1966.0,33.0,7.584264818389059,3.5263605246161616,0.0,0.0,0.405,0.288,0.405,0.154,0.134,0.118,0.442,0.305,0.0,0.147,0.375,0.061,
Canada-Prince Edward Island#Canada#Americas,21.0,0.0,3.091042453358316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Canada-Quebec#Canada#Americas,4162.0,31.0,8.333991247194975,3.4657359027997265,0.0,0.693,0.0,1.099,0.0,0.0,0.0,0.154,0.251,0.747,0.191,0.0,0.0,0.33,
Canada-Saskatchewan#Canada#Americas,184.0,2.0,5.220355825078324,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.099,0.0,
Central African Republic-#Central African Republic#Africa,3.0,0.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Chad-#Chad#Africa,7.0,0.0,2.0794415416798357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Chile-#Chile#Americas,2738.0,12.0,7.915348169263078,2.5649493574615367,0.0,0.0,0.0,0.0,0.693,0.405,0.0,0.288,0.223,0.182,0.154,0.134,0.118,0.368,
China-Anhui#China#Asia,990.0,6.0,6.898714534329988,1.9459101490553132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
China-Beijing#China#Asia,580.0,8.0,6.364750756851911,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
China-Chongqing#China#Asia,579.0,6.0,6.363028103540465,1.9459101490553132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
China-Fujian#China#Asia,343.0,1.0,5.840641657373398,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
China-Gansu#China#Asia,138.0,2.0,4.9344739331306915,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
China-Guangdong#China#Asia,1494.0,8.0,7.3098814858247865,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
China-Guangxi#China#Asia,254.0,2.0,5.541263545158426,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
China-Guizhou#China#Asia,147.0,2.0,4.997212273764115,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
China-Hainan#China#Asia,168.0,6.0,5.1298987149230735,1.9459101490553132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
China-Hebei#China#Asia,321.0,6.0,5.7745515455444085,1.9459101490553132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
China-Heilongjiang#China#Asia,484.0,13.0,6.184148890937483,2.6390573296152584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
China-Henan#China#Asia,1276.0,22.0,7.152268856032539,3.1354942159291497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
China-Hong Kong#China#Asia,714.0,4.0,6.5722825426940075,1.6094379124341003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
China-Hubei#China#Asia,67801.0,3187.0,11.124346972018488,8.067149039910106,0.004,0.003,0.001,0.002,0.004,0.0,0.002,0.001,0.002,0.002,0.001,0.002,0.001,0.0,
China-Hunan#China#Asia,1018.0,4.0,6.926577033222725,1.6094379124341003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
China-Inner Mongolia#China#Asia,107.0,1.0,4.68213122712422,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
China-Jiangsu#China#Asia,646.0,0.0,6.472346294500901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
China-Jiangxi#China#Asia,937.0,1.0,6.843749949006225,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
China-Jilin#China#Asia,98.0,1.0,4.59511985013459,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
China-Liaoning#China#Asia,139.0,2.0,4.941642422609304,1.0986122886681098,0.0,0.0,0.405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
China-Macau#China#Asia,41.0,0.0,3.7376696182833684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
China-Ningxia#China#Asia,75.0,0.0,4.330733340286331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
China-Qinghai#China#Asia,18.0,0.0,2.9444389791664403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
China-Shaanxi#China#Asia,253.0,3.0,5.537334267018537,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
China-Shandong#China#Asia,774.0,7.0,6.652863029353347,2.0794415416798357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
China-Shanghai#China#Asia,509.0,5.0,6.234410725718371,1.791759469228055,0.0,0.0,0.0,0.0,0.223,0.0,0.0,0.182,0.0,0.0,0.0,0.0,0.0,0.0,
China-Shanxi#China#Asia,136.0,0.0,4.919980925828125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
China-Sichuan#China#Asia,550.0,3.0,6.311734809152915,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
China-Tianjin#China#Asia,174.0,3.0,5.1647859739235145,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
China-Tibet#China#Asia,1.0,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
China-Xinjiang#China#Asia,76.0,3.0,4.343805421853684,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
China-Yunnan#China#Asia,182.0,2.0,5.209486152841421,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
China-Zhejiang#China#Asia,1257.0,1.0,7.1372784372603855,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Colombia-#Colombia#Americas,906.0,16.0,6.810142450115136,2.833213344056216,0.0,0.0,0.0,0.0,1.099,0.288,0.0,0.223,0.336,0.0,0.0,0.452,0.167,0.268,
Congo (Brazzaville)-#Congo (Brazzaville)#Africa,19.0,0.0,2.995732273553991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Congo (Kinshasa)-#Congo (Kinshasa)#Africa,98.0,8.0,4.59511985013459,2.1972245773362196,0.0,0.0,0.0,0.693,0.0,0.0,0.405,0.0,0.288,0.0,0.56,0.0,0.251,0.0,
Costa Rica-#Costa Rica#Americas,347.0,2.0,5.8522024797744745,1.0986122886681098,0.0,0.693,0.0,0.405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Cote d'Ivoire-#Cote d'Ivoire#Africa,179.0,1.0,5.19295685089021,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.693,0.0,0.0,
Croatia-#Croatia#Europe,867.0,6.0,6.7661917146603505,1.9459101490553132,0.0,0.693,0.0,0.0,0.0,0.0,0.0,0.0,0.693,0.0,0.405,0.154,0.0,0.0,
Cuba-#Cuba#Americas,186.0,6.0,5.231108616854587,1.9459101490553132,0.693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.405,0.0,0.288,0.0,0.223,0.336,
Cyprus-#Cyprus#Asia,262.0,8.0,5.572154032177765,2.1972245773362196,0.0,0.0,0.0,0.0,0.693,0.0,0.693,0.0,0.0,0.405,0.0,0.0,0.288,0.118,
Czechia-#Czechia#Europe,3308.0,31.0,8.104401307921613,3.4657359027997265,0.0,0.0,0.0,0.0,0.693,0.0,0.693,0.56,0.357,0.0,0.182,0.348,0.345,0.288,
Denmark-#Denmark#Europe,2860.0,90.0,7.95892649305011,4.51085950651685,0.0,0.336,0.357,0.336,0.0,0.58,0.278,0.059,0.182,0.233,0.219,0.101,0.066,0.154,
Denmark-Faroe Islands#Denmark#Europe,169.0,0.0,5.135798437050262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Denmark-Greenland#Denmark#Europe,10.0,0.0,2.3978952727983707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Diamond Princess-#Diamond Princess##N/A,712.0,10.0,6.569481420414296,2.3978952727983707,0.0,0.0,0.0,0.118,0.0,0.0,0.201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Djibouti-#Djibouti#Africa,30.0,0.0,3.4339872044851463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Dominica-#Dominica#Americas,12.0,0.0,2.5649493574615367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Dominican Republic-#Dominican Republic#Americas,1109.0,51.0,7.01211529430638,3.9512437185814275,0.0,0.405,0.0,0.0,0.288,0.0,0.56,0.452,0.0,0.647,0.323,0.322,0.072,0.19,
Ecuador-#Ecuador#Americas,2240.0,75.0,7.714677473800927,4.330733340286331,0.0,0.288,0.405,0.288,0.629,0.236,0.388,0.035,0.188,0.056,0.281,0.186,0.033,0.22,
Egypt-#Egypt#Africa,710.0,46.0,6.566672429803241,3.8501476017100584,0.336,0.0,0.251,0.201,0.31,0.288,0.049,0.047,0.128,0.215,0.177,0.103,0.024,0.112,
El Salvador-#El Salvador#Americas,32.0,1.0,3.4965075614664802,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.693,
Equatorial Guinea-#Equatorial Guinea#Africa,12.0,0.0,2.5649493574615367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Eritrea-#Eritrea#Africa,15.0,0.0,2.772588722239781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Estonia-#Estonia#Europe,745.0,4.0,6.61472560020376,1.6094379124341003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.693,0.0,0.0,0.0,0.693,0.0,0.223,
Eswatini-#Eswatini#Africa,9.0,0.0,2.302585092994046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Ethiopia-#Ethiopia#Africa,26.0,0.0,3.295836866004329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Fiji-#Fiji#Oceania,5.0,0.0,1.791759469228055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Finland-#Finland#Europe,1418.0,17.0,7.257707677160043,2.8903717578961645,0.0,0.0,0.0,0.693,0.0,0.0,0.0,0.693,0.405,0.288,0.223,0.182,0.154,0.251,
France-#France#Europe,52128.0,3523.0,10.861476694765958,8.16735198705607,0.0,0.493,0.614,0.222,0.181,0.243,0.246,0.19,0.242,0.162,0.148,0.119,0.149,0.153,
France-French Guiana#France#Europe,43.0,0.0,3.784189633918261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
France-French Polynesia#France#Europe,36.0,0.0,3.6109179126442243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
France-Guadeloupe#France#Europe,114.0,4.0,4.74493212836325,1.6094379124341003,0.0,0.0,0.0,0.0,0.693,0.0,0.0,0.0,0.0,0.0,0.405,0.511,0.0,0.0,
France-Martinique#France#Europe,128.0,3.0,4.859812404361672,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.693,
France-Mayotte#France#Europe,94.0,1.0,4.553876891600541,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.693,
France-New Caledonia#France#Europe,16.0,0.0,2.833213344056216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
France-Reunion#France#Europe,247.0,0.0,5.5134287461649825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
France-Saint Barthelemy#France#Europe,6.0,0.0,1.9459101490553132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
France-St Martin#France#Europe,15.0,1.0,2.772588722239781,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.693,0.0,
Gabon-#Gabon#Africa,16.0,1.0,2.833213344056216,0.6931471805599453,0.0,0.0,0.693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Gambia-#Gambia#Africa,4.0,1.0,1.6094379124341003,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Georgia-#Georgia#Asia,110.0,0.0,4.709530201312334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Germany-#Germany#Europe,71808.0,775.0,11.181765095370302,6.654152520183219,0.148,0.439,0.413,0.223,0.111,0.266,0.242,0.27,0.258,0.247,0.235,0.207,0.19,0.183,
Ghana-#Ghana#Africa,161.0,5.0,5.087596335232384,1.791759469228055,0.0,0.0,0.0,0.693,0.0,0.405,0.0,0.511,0.0,0.0,0.182,0.0,0.0,0.0,
Greece-#Greece#Europe,1314.0,49.0,7.181591944611865,3.912023005428146,0.0,0.154,0.0,0.693,0.134,0.118,0.154,0.091,0.16,0.071,0.129,0.167,0.121,0.128,
Grenada-#Grenada#Americas,9.0,0.0,2.302585092994046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Guatemala-#Guatemala#Americas,38.0,1.0,3.6635616461296463,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Guinea-#Guinea#Africa,22.0,0.0,3.1354942159291497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Guinea-Bissau-#Guinea-Bissau#Africa,8.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Guyana-#Guyana#Americas,20.0,2.0,3.044522437723423,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.405,
Haiti-#Haiti#Americas,15.0,0.0,2.772588722239781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Holy See-#Holy See#Europe,6.0,0.0,1.9459101490553132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Honduras-#Honduras#Americas,141.0,7.0,4.955827057601261,2.0794415416798357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.693,0.0,0.0,0.693,0.693,0.0,
Hungary-#Hungary#Europe,492.0,16.0,6.20050917404269,2.833213344056216,0.0,0.0,0.693,0.223,0.336,0.134,0.223,0.095,0.0,0.0,0.087,0.154,0.134,0.061,
Iceland-#Iceland#Europe,1135.0,5.0,7.035268599281097,1.791759469228055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
India-#India#Asia,1397.0,35.0,7.242797922793756,3.58351893845611,0.0,0.223,0.182,0.0,0.288,0.318,0.0,0.167,0.48,0.0,0.174,0.113,0.164,0.087,
Indonesia-#Indonesia#Asia,1528.0,136.0,7.332369205929062,4.919980925828125,1.204,0.262,0.238,0.167,0.228,0.02,0.113,0.052,0.292,0.108,0.157,0.11,0.067,0.108,
Iran-#Iran#Asia,44605.0,2898.0,10.705623658107903,7.972121128921655,0.139,0.123,0.11,0.082,0.08,0.073,0.065,0.071,0.073,0.062,0.057,0.048,0.043,0.05,
Iraq-#Iraq#Asia,694.0,50.0,6.543911845564792,3.9318256327243257,0.08,0.074,0.251,0.0,0.154,0.134,0.154,0.069,0.21,0.103,0.048,0.0,0.089,0.082,
Ireland-#Ireland#Europe,3235.0,71.0,8.082093278178382,4.276666119016055,0.0,0.288,0.0,0.0,0.223,0.336,0.134,0.223,0.693,0.14,0.475,0.239,0.157,0.269,
Israel-#Israel#Asia,5358.0,20.0,8.58653266949485,3.044522437723423,0.0,0.0,0.0,0.693,0.0,0.0,0.693,0.405,0.405,0.368,0.0,0.208,0.061,0.211,
Italy-#Italy#Europe,105792.0,12428.0,11.569239633646609,9.42778773074551,0.174,0.134,0.169,0.18,0.127,0.104,0.115,0.095,0.091,0.106,0.093,0.073,0.073,0.07,
