,Province_State,Country_Region,Date,ConfirmedCases,Fatalities,D1Confirm,D2Confirm,D1Fatalities,D2Fatalities,DaySince,LockDownDate1,Group,SeniorPopulation,SeniorMalePopulation,PublicTransportaionE,PublicTransportationP,MeanTravelTime,Household,Income,FoodStamp,NoHealthIns,PovertyLevel,DeclaredDate,ReopenDate,PartialReopen,StateFactor,KGroup1,KG1Sum,KGroup2,lat,lon,continent,population,area,density
15,Alabama,US,3/28/2020,694,4,107,37,0,-3,-7,4/4/2020,1,783832,91.1,6959,0.3,24.7,48486,67243,269603,477474,17.5,3/13/2020,4/30/2020,0.0,1,1,1,2,32.3182,-86.9023,Americas,4903185,135767,36.11
16,Alabama,US,3/29/2020,825,10,131,24,6,6,-6,4/4/2020,1,783832,91.1,6959,0.3,24.7,48486,67243,269603,477474,17.5,3/13/2020,4/30/2020,0.0,1,1,1,2,32.3182,-86.9023,Americas,4903185,135767,36.11
17,Alabama,US,3/30/2020,899,10,74,-57,0,-6,-5,4/4/2020,1,783832,91.1,6959,0.3,24.7,48486,67243,269603,477474,17.5,3/13/2020,4/30/2020,0.0,1,1,1,2,32.3182,-86.9023,Americas,4903185,135767,36.11
18,Alabama,US,3/31/2020,987,23,88,14,13,13,-4,4/4/2020,1,783832,91.1,6959,0.3,24.7,48486,67243,269603,477474,17.5,3/13/2020,4/30/2020,0.0,1,1,1,2,32.3182,-86.9023,Americas,4903185,135767,36.11
19,Alabama,US,4/1/2020,1060,27,73,-15,4,-9,-3,4/4/2020,1,783832,91.1,6959,0.3,24.7,48486,67243,269603,477474,17.5,3/13/2020,4/30/2020,0.0,1,1,1,2,32.3182,-86.9023,Americas,4903185,135767,36.11
20,Alabama,US,4/2/2020,1233,32,173,100,5,1,-2,4/4/2020,1,783832,91.1,6959,0.3,24.7,48486,67243,269603,477474,17.5,3/13/2020,4/30/2020,0.0,1,1,1,2,32.3182,-86.9023,Americas,4903185,135767,36.11
21,Alabama,US,4/3/2020,1495,38,262,89,6,1,-1,4/4/2020,1,783832,91.1,6959,0.3,24.7,48486,67243,269603,477474,17.5,3/13/2020,4/30/2020,0.0,1,1,1,2,32.3182,-86.9023,Americas,4903185,135767,36.11
22,Alabama,US,4/4/2020,1614,44,119,-143,6,0,0,4/4/2020,1,783832,91.1,6959,0.3,24.7,48486,67243,269603,477474,17.5,3/13/2020,4/30/2020,0.0,1,1,1,2,32.3182,-86.9023,Americas,4903185,135767,36.11
23,Alabama,US,4/5/2020,1765,45,151,32,1,-5,1,4/4/2020,1,783832,91.1,6959,0.3,24.7,48486,67243,269603,477474,17.5,3/13/2020,4/30/2020,0.0,1,1,1,2,32.3182,-86.9023,Americas,4903185,135767,36.11
24,Alabama,US,4/6/2020,1952,49,187,36,4,3,2,4/4/2020,1,783832,91.1,6959,0.3,24.7,48486,67243,269603,477474,17.5,3/13/2020,4/30/2020,0.0,1,1,1,2,32.3182,-86.9023,Americas,4903185,135767,36.11
25,Alabama,US,4/7/2020,2169,64,217,30,15,11,3,4/4/2020,1,783832,91.1,6959,0.3,24.7,48486,67243,269603,477474,17.5,3/13/2020,4/30/2020,0.0,1,1,1,2,32.3182,-86.9023,Americas,4903185,135767,36.11
26,Alabama,US,4/8/2020,2328,66,159,-58,2,-13,4,4/4/2020,1,783832,91.1,6959,0.3,24.7,48486,67243,269603,477474,17.5,3/13/2020,4/30/2020,0.0,1,1,1,2,32.3182,-86.9023,Americas,4903185,135767,36.11
27,Alabama,US,4/9/2020,2703,70,375,216,4,2,5,4/4/2020,1,783832,91.1,6959,0.3,24.7,48486,67243,269603,477474,17.5,3/13/2020,4/30/2020,0.0,1,1,1,2,32.3182,-86.9023,Americas,4903185,135767,36.11
28,Alabama,US,4/10/2020,2947,80,244,-131,10,6,6,4/4/2020,1,783832,91.1,6959,0.3,24.7,48486,67243,269603,477474,17.5,3/13/2020,4/30/2020,0.0,1,1,1,2,32.3182,-86.9023,Americas,4903185,135767,36.11
29,Alabama,US,4/11/2020,3217,92,270,26,12,2,7,4/4/2020,1,783832,91.1,6959,0.3,24.7,48486,67243,269603,477474,17.5,3/13/2020,4/30/2020,0.0,1,1,1,2,32.3182,-86.9023,Americas,4903185,135767,36.11
30,Alabama,US,4/12/2020,3563,93,346,76,1,-11,8,4/4/2020,1,783832,91.1,6959,0.3,24.7,48486,67243,269603,477474,17.5,3/13/2020,4/30/2020,0.0,1,1,1,2,32.3182,-86.9023,Americas,4903185,135767,36.11
31,Alabama,US,4/13/2020,3734,99,171,-175,6,5,9,4/4/2020,1,783832,91.1,6959,0.3,24.7,48486,67243,269603,477474,17.5,3/13/2020,4/30/2020,0.0,1,1,1,2,32.3182,-86.9023,Americas,4903185,135767,36.11
32,Alabama,US,4/14/2020,3953,114,219,48,15,9,10,4/4/2020,1,783832,91.1,6959,0.3,24.7,48486,67243,269603,477474,17.5,3/13/2020,4/30/2020,0.0,1,1,1,2,32.3182,-86.9023,Americas,4903185,135767,36.11
33,Alabama,US,4/15/2020,4075,118,122,-97,4,-11,11,4/4/2020,1,783832,91.1,6959,0.3,24.7,48486,67243,269603,477474,17.5,3/13/2020,4/30/2020,0.0,1,1,1,2,32.3182,-86.9023,Americas,4903185,135767,36.11
34,Alabama,US,4/16/2020,4345,133,270,148,15,11,12,4/4/2020,1,783832,91.1,6959,0.3,24.7,48486,67243,269603,477474,17.5,3/13/2020,4/30/2020,0.0,1,1,1,2,32.3182,-86.9023,Americas,4903185,135767,36.11
35,Alabama,US,4/17/2020,4571,148,226,-44,15,0,13,4/4/2020,1,783832,91.1,6959,0.3,24.7,48486,67243,269603,477474,17.5,3/13/2020,4/30/2020,0.0,1,1,1,2,32.3182,-86.9023,Americas,4903185,135767,36.11
36,Alabama,US,4/18/2020,4712,153,141,-85,5,-10,14,4/4/2020,1,783832,91.1,6959,0.3,24.7,48486,67243,269603,477474,17.5,3/13/2020,4/30/2020,0.0,1,1,1,2,32.3182,-86.9023,Americas,4903185,135767,36.11
37,Alabama,US,4/19/2020,4888,157,176,35,4,-1,15,4/4/2020,1,783832,91.1,6959,0.3,24.7,48486,67243,269603,477474,17.5,3/13/2020,4/30/2020,0.0,1,1,1,2,32.3182,-86.9023,Americas,4903185,135767,36.11
38,Alabama,US,4/20/2020,5079,163,191,15,6,2,16,4/4/2020,1,783832,91.1,6959,0.3,24.7,48486,67243,269603,477474,17.5,3/13/2020,4/30/2020,0.0,1,1,1,2,32.3182,-86.9023,Americas,4903185,135767,36.11
39,Alabama,US,4/21/2020,5317,183,238,47,20,14,17,4/4/2020,1,783832,91.1,6959,0.3,24.7,48486,67243,269603,477474,17.5,3/13/2020,4/30/2020,0.0,1,1,1,2,32.3182,-86.9023,Americas,4903185,135767,36.11
40,Alabama,US,4/22/2020,5593,196,276,38,13,-7,18,4/4/2020,1,783832,91.1,6959,0.3,24.7,48486,67243,269603,477474,17.5,3/13/2020,4/30/2020,0.0,1,1,1,2,32.3182,-86.9023,Americas,4903185,135767,36.11
41,Alabama,US,4/23/2020,5832,202,239,-37,6,-7,19,4/4/2020,1,783832,91.1,6959,0.3,24.7,48486,67243,269603,477474,17.5,3/13/2020,4/30/2020,0.0,1,1,1,2,32.3182,-86.9023,Americas,4903185,135767,36.11
42,Alabama,US,4/24/2020,6026,209,194,-45,7,1,20,4/4/2020,1,783832,91.1,6959,0.3,24.7,48486,67243,269603,477474,17.5,3/13/2020,4/30/2020,0.0,1,1,1,2,32.3182,-86.9023,Americas,4903185,135767,36.11
43,Alabama,US,4/25/2020,6026,209,0,-194,0,-7,21,4/4/2020,1,783832,91.1,6959,0.3,24.7,48486,67243,269603,477474,17.5,3/13/2020,4/30/2020,0.0,1,1,1,2,32.3182,-86.9023,Americas,4903185,135767,36.11
44,Alabama,US,4/26/2020,6421,219,395,395,10,10,22,4/4/2020,1,783832,91.1,6959,0.3,24.7,48486,67243,269603,477474,17.5,3/13/2020,4/30/2020,0.0,1,1,1,2,32.3182,-86.9023,Americas,4903185,135767,36.11
45,Alabama,US,4/27/2020,6539,228,118,-277,9,-1,23,4/4/2020,1,783832,91.1,6959,0.3,24.7,48486,67243,269603,477474,17.5,3/13/2020,4/30/2020,0.0,1,1,1,2,32.3182,-86.9023,Americas,4903185,135767,36.11
46,Alabama,US,4/28/2020,6750,242,211,93,14,5,24,4/4/2020,1,783832,91.1,6959,0.3,24.7,48486,67243,269603,477474,17.5,3/13/2020,4/30/2020,0.0,1,1,1,2,32.3182,-86.9023,Americas,4903185,135767,36.11
47,Alabama,US,4/29/2020,6912,256,162,-49,14,0,25,4/4/2020,1,783832,91.1,6959,0.3,24.7,48486,67243,269603,477474,17.5,3/13/2020,4/30/2020,0.0,1,1,1,2,32.3182,-86.9023,Americas,4903185,135767,36.11
48,Alabama,US,4/30/2020,7088,272,176,14,16,2,26,4/4/2020,1,783832,91.1,6959,0.3,24.7,48486,67243,269603,477474,17.5,3/13/2020,4/30/2020,0.0,1,1,1,2,32.3182,-86.9023,Americas,4903185,135767,36.11
49,Alabama,US,5/1/2020,7294,289,206,30,17,1,27,4/4/2020,1,783832,91.1,6959,0.3,24.7,48486,67243,269603,477474,17.5,3/13/2020,4/30/2020,0.0,1,1,1,2,32.3182,-86.9023,Americas,4903185,135767,36.11
50,Alabama,US,5/2/2020,7611,288,317,111,-1,-18,28,4/4/2020,1,783832,91.1,6959,0.3,24.7,48486,67243,269603,477474,17.5,3/13/2020,4/30/2020,0.0,1,1,1,2,32.3182,-86.9023,Americas,4903185,135767,36.11
51,Alabama,US,5/3/2020,7888,290,277,-40,2,3,29,4/4/2020,1,783832,91.1,6959,0.3,24.7,48486,67243,269603,477474,17.5,3/13/2020,4/30/2020,0.0,1,1,1,2,32.3182,-86.9023,Americas,4903185,135767,36.11
52,Alabama,US,5/4/2020,8112,298,224,-53,8,6,30,4/4/2020,1,783832,91.1,6959,0.3,24.7,48486,67243,269603,477474,17.5,3/13/2020,4/30/2020,0.0,1,1,1,2,32.3182,-86.9023,Americas,4903185,135767,36.11
53,Alabama,US,5/5/2020,8437,315,325,101,17,9,31,4/4/2020,1,783832,91.1,6959,0.3,24.7,48486,67243,269603,477474,17.5,3/13/2020,4/30/2020,0.0,1,1,1,2,32.3182,-86.9023,Americas,4903185,135767,36.11
54,Alabama,US,5/6/2020,8691,343,254,-71,28,11,32,4/4/2020,1,783832,91.1,6959,0.3,24.7,48486,67243,269603,477474,17.5,3/13/2020,4/30/2020,0.0,1,1,1,2,32.3182,-86.9023,Americas,4903185,135767,36.11
55,Alabama,US,5/7/2020,9046,369,355,101,26,-2,33,4/4/2020,1,783832,91.1,6959,0.3,24.7,48486,67243,269603,477474,17.5,3/13/2020,4/30/2020,0.0,1,1,1,2,32.3182,-86.9023,Americas,4903185,135767,36.11
56,Alabama,US,5/8/2020,9385,383,339,-16,14,-12,34,4/4/2020,1,783832,91.1,6959,0.3,24.7,48486,67243,269603,477474,17.5,3/13/2020,4/30/2020,0.0,1,1,1,2,32.3182,-86.9023,Americas,4903185,135767,36.11
57,Alabama,US,5/9/2020,9668,390,283,-56,7,-7,35,4/4/2020,1,783832,91.1,6959,0.3,24.7,48486,67243,269603,477474,17.5,3/13/2020,4/30/2020,0.0,1,1,1,2,32.3182,-86.9023,Americas,4903185,135767,36.11
58,Alaska,US,3/13/2020,1,0,1,1,0,0,-15,3/28/2020,2,78428,110.4,4981,1.4,18.8,76715,96499,26868,102956,10.8,3/11/2020,4/24/2020,0.0,2,1,1,2,61.3707,-152.4044,Americas,731545,1723337,0.42
59,Alaska,US,3/15/2020,1,0,1,2,0,0,-13,3/28/2020,2,78428,110.4,4981,1.4,18.8,76715,96499,26868,102956,10.8,3/11/2020,4/24/2020,0.0,2,1,1,2,61.3707,-152.4044,Americas,731545,1723337,0.42
60,Alaska,US,3/16/2020,1,0,0,-1,0,0,-12,3/28/2020,2,78428,110.4,4981,1.4,18.8,76715,96499,26868,102956,10.8,3/11/2020,4/24/2020,0.0,2,1,1,2,61.3707,-152.4044,Americas,731545,1723337,0.42
61,Alaska,US,3/17/2020,3,0,2,2,0,0,-11,3/28/2020,2,78428,110.4,4981,1.4,18.8,76715,96499,26868,102956,10.8,3/11/2020,4/24/2020,0.0,2,1,1,2,61.3707,-152.4044,Americas,731545,1723337,0.42
62,Alaska,US,3/18/2020,6,0,3,1,0,0,-10,3/28/2020,2,78428,110.4,4981,1.4,18.8,76715,96499,26868,102956,10.8,3/11/2020,4/24/2020,0.0,2,1,1,2,61.3707,-152.4044,Americas,731545,1723337,0.42
63,Alaska,US,3/19/2020,9,0,3,0,0,0,-9,3/28/2020,2,78428,110.4,4981,1.4,18.8,76715,96499,26868,102956,10.8,3/11/2020,4/24/2020,0.0,2,1,1,2,61.3707,-152.4044,Americas,731545,1723337,0.42
64,Alaska,US,3/20/2020,12,0,3,0,0,0,-8,3/28/2020,2,78428,110.4,4981,1.4,18.8,76715,96499,26868,102956,10.8,3/11/2020,4/24/2020,0.0,2,1,1,2,61.3707,-152.4044,Americas,731545,1723337,0.42
65,Alaska,US,3/21/2020,15,0,3,0,0,0,-7,3/28/2020,2,78428,110.4,4981,1.4,18.8,76715,96499,26868,102956,10.8,3/11/2020,4/24/2020,0.0,2,1,1,2,61.3707,-152.4044,Americas,731545,1723337,0.42
66,Alaska,US,3/22/2020,20,0,5,2,0,0,-6,3/28/2020,2,78428,110.4,4981,1.4,18.8,76715,96499,26868,102956,10.8,3/11/2020,4/24/2020,0.0,2,1,1,2,61.3707,-152.4044,Americas,731545,1723337,0.42
67,Alaska,US,3/23/2020,30,0,10,5,0,0,-5,3/28/2020,2,78428,110.4,4981,1.4,18.8,76715,96499,26868,102956,10.8,3/11/2020,4/24/2020,0.0,2,1,1,2,61.3707,-152.4044,Americas,731545,1723337,0.42
68,Alaska,US,3/24/2020,34,0,4,-6,0,0,-4,3/28/2020,2,78428,110.4,4981,1.4,18.8,76715,96499,26868,102956,10.8,3/11/2020,4/24/2020,0.0,2,1,1,2,61.3707,-152.4044,Americas,731545,1723337,0.42
69,Alaska,US,3/25/2020,41,1,7,3,1,1,-3,3/28/2020,2,78428,110.4,4981,1.4,18.8,76715,96499,26868,102956,10.8,3/11/2020,4/24/2020,0.0,2,1,1,2,61.3707,-152.4044,Americas,731545,1723337,0.42
70,Alaska,US,3/26/2020,56,1,15,8,0,-1,-2,3/28/2020,2,78428,110.4,4981,1.4,18.8,76715,96499,26868,102956,10.8,3/11/2020,4/24/2020,0.0,2,1,1,2,61.3707,-152.4044,Americas,731545,1723337,0.42
71,Alaska,US,3/27/2020,58,1,2,-13,0,0,-1,3/28/2020,2,78428,110.4,4981,1.4,18.8,76715,96499,26868,102956,10.8,3/11/2020,4/24/2020,0.0,2,1,1,2,61.3707,-152.4044,Americas,731545,1723337,0.42
72,Alaska,US,3/28/2020,85,2,27,25,1,1,0,3/28/2020,2,78428,110.4,4981,1.4,18.8,76715,96499,26868,102956,10.8,3/11/2020,4/24/2020,0.0,2,1,1,2,61.3707,-152.4044,Americas,731545,1723337,0.42
73,Alaska,US,3/29/2020,102,2,17,-10,0,-1,1,3/28/2020,2,78428,110.4,4981,1.4,18.8,76715,96499,26868,102956,10.8,3/11/2020,4/24/2020,0.0,2,1,1,2,61.3707,-152.4044,Americas,731545,1723337,0.42
74,Alaska,US,3/30/2020,114,3,12,-5,1,1,2,3/28/2020,2,78428,110.4,4981,1.4,18.8,76715,96499,26868,102956,10.8,3/11/2020,4/24/2020,0.0,2,1,1,2,61.3707,-152.4044,Americas,731545,1723337,0.42
75,Alaska,US,3/31/2020,119,3,5,-7,0,-1,3,3/28/2020,2,78428,110.4,4981,1.4,18.8,76715,96499,26868,102956,10.8,3/11/2020,4/24/2020,0.0,2,1,1,2,61.3707,-152.4044,Americas,731545,1723337,0.42
76,Alaska,US,4/1/2020,132,3,13,8,0,0,4,3/28/2020,2,78428,110.4,4981,1.4,18.8,76715,96499,26868,102956,10.8,3/11/2020,4/24/2020,0.0,2,1,1,2,61.3707,-152.4044,Americas,731545,1723337,0.42
77,Alaska,US,4/2/2020,143,3,11,-2,0,0,5,3/28/2020,2,78428,110.4,4981,1.4,18.8,76715,96499,26868,102956,10.8,3/11/2020,4/24/2020,0.0,2,1,1,2,61.3707,-152.4044,Americas,731545,1723337,0.42
78,Alaska,US,4/3/2020,157,3,14,3,0,0,6,3/28/2020,2,78428,110.4,4981,1.4,18.8,76715,96499,26868,102956,10.8,3/11/2020,4/24/2020,0.0,2,1,1,2,61.3707,-152.4044,Americas,731545,1723337,0.42
79,Alaska,US,4/4/2020,171,5,14,0,2,2,7,3/28/2020,2,78428,110.4,4981,1.4,18.8,76715,96499,26868,102956,10.8,3/11/2020,4/24/2020,0.0,2,1,1,2,61.3707,-152.4044,Americas,731545,1723337,0.42
80,Alaska,US,4/5/2020,185,6,14,0,1,-1,8,3/28/2020,2,78428,110.4,4981,1.4,18.8,76715,96499,26868,102956,10.8,3/11/2020,4/24/2020,0.0,2,1,1,2,61.3707,-152.4044,Americas,731545,1723337,0.42
81,Alaska,US,4/6/2020,190,6,5,-9,0,-1,9,3/28/2020,2,78428,110.4,4981,1.4,18.8,76715,96499,26868,102956,10.8,3/11/2020,4/24/2020,0.0,2,1,1,2,61.3707,-152.4044,Americas,731545,1723337,0.42
82,Alaska,US,4/7/2020,213,6,23,18,0,0,10,3/28/2020,2,78428,110.4,4981,1.4,18.8,76715,96499,26868,102956,10.8,3/11/2020,4/24/2020,0.0,2,1,1,2,61.3707,-152.4044,Americas,731545,1723337,0.42
83,Alaska,US,4/8/2020,226,7,13,-10,1,1,11,3/28/2020,2,78428,110.4,4981,1.4,18.8,76715,96499,26868,102956,10.8,3/11/2020,4/24/2020,0.0,2,1,1,2,61.3707,-152.4044,Americas,731545,1723337,0.42
84,Alaska,US,4/9/2020,235,7,9,-4,0,-1,12,3/28/2020,2,78428,110.4,4981,1.4,18.8,76715,96499,26868,102956,10.8,3/11/2020,4/24/2020,0.0,2,1,1,2,61.3707,-152.4044,Americas,731545,1723337,0.42
85,Alaska,US,4/10/2020,246,7,11,2,0,0,13,3/28/2020,2,78428,110.4,4981,1.4,18.8,76715,96499,26868,102956,10.8,3/11/2020,4/24/2020,0.0,2,1,1,2,61.3707,-152.4044,Americas,731545,1723337,0.42
86,Alaska,US,4/11/2020,257,8,11,0,1,1,14,3/28/2020,2,78428,110.4,4981,1.4,18.8,76715,96499,26868,102956,10.8,3/11/2020,4/24/2020,0.0,2,1,1,2,61.3707,-152.4044,Americas,731545,1723337,0.42
87,Alaska,US,4/12/2020,272,8,15,4,0,-1,15,3/28/2020,2,78428,110.4,4981,1.4,18.8,76715,96499,26868,102956,10.8,3/11/2020,4/24/2020,0.0,2,1,1,2,61.3707,-152.4044,Americas,731545,1723337,0.42
88,Alaska,US,4/13/2020,277,8,5,-10,0,0,16,3/28/2020,2,78428,110.4,4981,1.4,18.8,76715,96499,26868,102956,10.8,3/11/2020,4/24/2020,0.0,2,1,1,2,61.3707,-152.4044,Americas,731545,1723337,0.42
89,Alaska,US,4/14/2020,285,9,8,3,1,1,17,3/28/2020,2,78428,110.4,4981,1.4,18.8,76715,96499,26868,102956,10.8,3/11/2020,4/24/2020,0.0,2,1,1,2,61.3707,-152.4044,Americas,731545,1723337,0.42
90,Alaska,US,4/15/2020,293,9,8,0,0,-1,18,3/28/2020,2,78428,110.4,4981,1.4,18.8,76715,96499,26868,102956,10.8,3/11/2020,4/24/2020,0.0,2,1,1,2,61.3707,-152.4044,Americas,731545,1723337,0.42
91,Alaska,US,4/16/2020,300,9,7,-1,0,0,19,3/28/2020,2,78428,110.4,4981,1.4,18.8,76715,96499,26868,102956,10.8,3/11/2020,4/24/2020,0.0,2,1,1,2,61.3707,-152.4044,Americas,731545,1723337,0.42
92,Alaska,US,4/17/2020,309,9,9,2,0,0,20,3/28/2020,2,78428,110.4,4981,1.4,18.8,76715,96499,26868,102956,10.8,3/11/2020,4/24/2020,0.0,2,1,1,2,61.3707,-152.4044,Americas,731545,1723337,0.42
93,Alaska,US,4/18/2020,314,9,5,-4,0,0,21,3/28/2020,2,78428,110.4,4981,1.4,18.8,76715,96499,26868,102956,10.8,3/11/2020,4/24/2020,0.0,2,1,1,2,61.3707,-152.4044,Americas,731545,1723337,0.42
94,Alaska,US,4/19/2020,319,9,5,0,0,0,22,3/28/2020,2,78428,110.4,4981,1.4,18.8,76715,96499,26868,102956,10.8,3/11/2020,4/24/2020,0.0,2,1,1,2,61.3707,-152.4044,Americas,731545,1723337,0.42
95,Alaska,US,4/20/2020,321,9,2,-3,0,0,23,3/28/2020,2,78428,110.4,4981,1.4,18.8,76715,96499,26868,102956,10.8,3/11/2020,4/24/2020,0.0,2,1,1,2,61.3707,-152.4044,Americas,731545,1723337,0.42
96,Alaska,US,4/21/2020,329,9,8,6,0,0,24,3/28/2020,2,78428,110.4,4981,1.4,18.8,76715,96499,26868,102956,10.8,3/11/2020,4/24/2020,0.0,2,1,1,2,61.3707,-152.4044,Americas,731545,1723337,0.42
97,Alaska,US,4/22/2020,335,9,6,-2,0,0,25,3/28/2020,2,78428,110.4,4981,1.4,18.8,76715,96499,26868,102956,10.8,3/11/2020,4/24/2020,0.0,2,1,1,2,61.3707,-152.4044,Americas,731545,1723337,0.42
98,Alaska,US,4/23/2020,337,9,2,-4,0,0,26,3/28/2020,2,78428,110.4,4981,1.4,18.8,76715,96499,26868,102956,10.8,3/11/2020,4/24/2020,0.0,2,1,1,2,61.3707,-152.4044,Americas,731545,1723337,0.42
99,Alaska,US,4/24/2020,339,9,2,0,0,0,27,3/28/2020,2,78428,110.4,4981,1.4,18.8,76715,96499,26868,102956,10.8,3/11/2020,4/24/2020,0.0,2,1,1,2,61.3707,-152.4044,Americas,731545,1723337,0.42
100,Alaska,US,4/25/2020,339,9,0,-2,0,0,28,3/28/2020,2,78428,110.4,4981,1.4,18.8,76715,96499,26868,102956,10.8,3/11/2020,4/24/2020,0.0,2,1,1,2,61.3707,-152.4044,Americas,731545,1723337,0.42
101,Alaska,US,4/26/2020,340,9,1,1,0,0,29,3/28/2020,2,78428,110.4,4981,1.4,18.8,76715,96499,26868,102956,10.8,3/11/2020,4/24/2020,0.0,2,1,1,2,61.3707,-152.4044,Americas,731545,1723337,0.42
102,Alaska,US,4/27/2020,345,9,5,4,0,0,30,3/28/2020,2,78428,110.4,4981,1.4,18.8,76715,96499,26868,102956,10.8,3/11/2020,4/24/2020,0.0,2,1,1,2,61.3707,-152.4044,Americas,731545,1723337,0.42
103,Alaska,US,4/28/2020,351,9,6,1,0,0,31,3/28/2020,2,78428,110.4,4981,1.4,18.8,76715,96499,26868,102956,10.8,3/11/2020,4/24/2020,0.0,2,1,1,2,61.3707,-152.4044,Americas,731545,1723337,0.42
104,Alaska,US,4/29/2020,355,9,4,-2,0,0,32,3/28/2020,2,78428,110.4,4981,1.4,18.8,76715,96499,26868,102956,10.8,3/11/2020,4/24/2020,0.0,2,1,1,2,61.3707,-152.4044,Americas,731545,1723337,0.42
105,Alaska,US,4/30/2020,355,9,0,-4,0,0,33,3/28/2020,2,78428,110.4,4981,1.4,18.8,76715,96499,26868,102956,10.8,3/11/2020,4/24/2020,0.0,2,1,1,2,61.3707,-152.4044,Americas,731545,1723337,0.42
106,Alaska,US,5/1/2020,364,9,9,9,0,0,34,3/28/2020,2,78428,110.4,4981,1.4,18.8,76715,96499,26868,102956,10.8,3/11/2020,4/24/2020,0.0,2,1,1,2,61.3707,-152.4044,Americas,731545,1723337,0.42
