Province_State,Country_Region,Date,ConfirmedCases,Fatalities,D1Confirm,D2Confirm,D1Fatalities,D2Fatalities,DaySince,LockDownDate1,Group,SeniorPopulation,SeniorMalePopulation,PublicTransportaionE,PublicTransportationP,MeanTravelTime,Household,Income,FoodStamp,NoHealthIns,PovertyLevel,DeclaredDate,ReopenDate,PartialReopen,KGroupe,KGroup
Alabama,US,2020-03-23,196,0,39.0,13.0,0.0,0.0,-12.0,2020-04-04,1.0,783832.0,91.1,6959.0,0.3,24.7,48486.0,67243.0,269603.0,477474.0,17.5,2020-03-13,2020-04-30,0.0,0.0,2
Alabama,US,2020-03-24,242,0,46.0,7.0,0.0,0.0,-11.0,2020-04-04,1.0,783832.0,91.1,6959.0,0.3,24.7,48486.0,67243.0,269603.0,477474.0,17.5,2020-03-13,2020-04-30,0.0,0.0,2
Alabama,US,2020-03-25,381,1,139.0,93.0,1.0,1.0,-10.0,2020-04-04,1.0,783832.0,91.1,6959.0,0.3,24.7,48486.0,67243.0,269603.0,477474.0,17.5,2020-03-13,2020-04-30,0.0,0.0,2
Alabama,US,2020-03-26,517,1,136.0,-3.0,0.0,-1.0,-9.0,2020-04-04,1.0,783832.0,91.1,6959.0,0.3,24.7,48486.0,67243.0,269603.0,477474.0,17.5,2020-03-13,2020-04-30,0.0,0.0,2
Alabama,US,2020-03-27,587,4,70.0,-66.0,3.0,3.0,-8.0,2020-04-04,1.0,783832.0,91.1,6959.0,0.3,24.7,48486.0,67243.0,269603.0,477474.0,17.5,2020-03-13,2020-04-30,0.0,0.0,2
Alabama,US,2020-03-28,694,4,107.0,37.0,0.0,-3.0,-7.0,2020-04-04,1.0,783832.0,91.1,6959.0,0.3,24.7,48486.0,67243.0,269603.0,477474.0,17.5,2020-03-13,2020-04-30,0.0,0.0,2
Alabama,US,2020-03-29,825,10,131.0,24.0,6.0,6.0,-6.0,2020-04-04,1.0,783832.0,91.1,6959.0,0.3,24.7,48486.0,67243.0,269603.0,477474.0,17.5,2020-03-13,2020-04-30,0.0,0.0,2
Alabama,US,2020-03-30,899,10,74.0,-57.0,0.0,-6.0,-5.0,2020-04-04,1.0,783832.0,91.1,6959.0,0.3,24.7,48486.0,67243.0,269603.0,477474.0,17.5,2020-03-13,2020-04-30,0.0,0.0,2
Alabama,US,2020-03-31,987,23,88.0,14.0,13.0,13.0,-4.0,2020-04-04,1.0,783832.0,91.1,6959.0,0.3,24.7,48486.0,67243.0,269603.0,477474.0,17.5,2020-03-13,2020-04-30,0.0,0.0,2
Alabama,US,2020-04-01,1060,27,73.0,-15.0,4.0,-9.0,-3.0,2020-04-04,1.0,783832.0,91.1,6959.0,0.3,24.7,48486.0,67243.0,269603.0,477474.0,17.5,2020-03-13,2020-04-30,0.0,0.0,2
Alabama,US,2020-04-02,1233,32,173.0,100.0,5.0,1.0,-2.0,2020-04-04,1.0,783832.0,91.1,6959.0,0.3,24.7,48486.0,67243.0,269603.0,477474.0,17.5,2020-03-13,2020-04-30,0.0,0.0,2
Alabama,US,2020-04-03,1495,38,262.0,89.0,6.0,1.0,-1.0,2020-04-04,1.0,783832.0,91.1,6959.0,0.3,24.7,48486.0,67243.0,269603.0,477474.0,17.5,2020-03-13,2020-04-30,0.0,0.0,2
Alabama,US,2020-04-04,1614,44,119.0,-143.0,6.0,0.0,0.0,2020-04-04,1.0,783832.0,91.1,6959.0,0.3,24.7,48486.0,67243.0,269603.0,477474.0,17.5,2020-03-13,2020-04-30,0.0,0.0,2
Alabama,US,2020-04-05,1765,45,151.0,32.0,1.0,-5.0,1.0,2020-04-04,1.0,783832.0,91.1,6959.0,0.3,24.7,48486.0,67243.0,269603.0,477474.0,17.5,2020-03-13,2020-04-30,0.0,0.0,2
Alabama,US,2020-04-06,1952,49,187.0,36.0,4.0,3.0,2.0,2020-04-04,1.0,783832.0,91.1,6959.0,0.3,24.7,48486.0,67243.0,269603.0,477474.0,17.5,2020-03-13,2020-04-30,0.0,0.0,2
Alabama,US,2020-04-07,2169,64,217.0,30.0,15.0,11.0,3.0,2020-04-04,1.0,783832.0,91.1,6959.0,0.3,24.7,48486.0,67243.0,269603.0,477474.0,17.5,2020-03-13,2020-04-30,0.0,0.0,2
Alabama,US,2020-04-08,2328,66,159.0,-58.0,2.0,-13.0,4.0,2020-04-04,1.0,783832.0,91.1,6959.0,0.3,24.7,48486.0,67243.0,269603.0,477474.0,17.5,2020-03-13,2020-04-30,0.0,0.0,2
Alabama,US,2020-04-09,2703,70,375.0,216.0,4.0,2.0,5.0,2020-04-04,1.0,783832.0,91.1,6959.0,0.3,24.7,48486.0,67243.0,269603.0,477474.0,17.5,2020-03-13,2020-04-30,0.0,0.0,2
Alabama,US,2020-04-10,2947,80,244.0,-131.0,10.0,6.0,6.0,2020-04-04,1.0,783832.0,91.1,6959.0,0.3,24.7,48486.0,67243.0,269603.0,477474.0,17.5,2020-03-13,2020-04-30,0.0,0.0,2
Alabama,US,2020-04-11,3217,92,270.0,26.0,12.0,2.0,7.0,2020-04-04,1.0,783832.0,91.1,6959.0,0.3,24.7,48486.0,67243.0,269603.0,477474.0,17.5,2020-03-13,2020-04-30,0.0,0.0,2
Alabama,US,2020-04-12,3563,93,346.0,76.0,1.0,-11.0,8.0,2020-04-04,1.0,783832.0,91.1,6959.0,0.3,24.7,48486.0,67243.0,269603.0,477474.0,17.5,2020-03-13,2020-04-30,0.0,0.0,2
Alabama,US,2020-04-13,3734,99,171.0,-175.0,6.0,5.0,9.0,2020-04-04,1.0,783832.0,91.1,6959.0,0.3,24.7,48486.0,67243.0,269603.0,477474.0,17.5,2020-03-13,2020-04-30,0.0,0.0,2
Alabama,US,2020-04-14,3953,114,219.0,48.0,15.0,9.0,10.0,2020-04-04,1.0,783832.0,91.1,6959.0,0.3,24.7,48486.0,67243.0,269603.0,477474.0,17.5,2020-03-13,2020-04-30,0.0,0.0,2
Alabama,US,2020-04-15,4075,118,122.0,-97.0,4.0,-11.0,11.0,2020-04-04,1.0,783832.0,91.1,6959.0,0.3,24.7,48486.0,67243.0,269603.0,477474.0,17.5,2020-03-13,2020-04-30,0.0,0.0,2
Alabama,US,2020-04-16,4345,133,270.0,148.0,15.0,11.0,12.0,2020-04-04,1.0,783832.0,91.1,6959.0,0.3,24.7,48486.0,67243.0,269603.0,477474.0,17.5,2020-03-13,2020-04-30,0.0,0.0,2
Alabama,US,2020-04-17,4571,148,226.0,-44.0,15.0,0.0,13.0,2020-04-04,1.0,783832.0,91.1,6959.0,0.3,24.7,48486.0,67243.0,269603.0,477474.0,17.5,2020-03-13,2020-04-30,0.0,0.0,2
Alabama,US,2020-04-18,4712,153,141.0,-85.0,5.0,-10.0,14.0,2020-04-04,1.0,783832.0,91.1,6959.0,0.3,24.7,48486.0,67243.0,269603.0,477474.0,17.5,2020-03-13,2020-04-30,0.0,0.0,2
Alabama,US,2020-04-19,4888,157,176.0,35.0,4.0,-1.0,15.0,2020-04-04,1.0,783832.0,91.1,6959.0,0.3,24.7,48486.0,67243.0,269603.0,477474.0,17.5,2020-03-13,2020-04-30,0.0,0.0,2
Alabama,US,2020-04-20,5079,163,191.0,15.0,6.0,2.0,16.0,2020-04-04,1.0,783832.0,91.1,6959.0,0.3,24.7,48486.0,67243.0,269603.0,477474.0,17.5,2020-03-13,2020-04-30,0.0,0.0,2
Alabama,US,2020-04-21,5317,183,238.0,47.0,20.0,14.0,17.0,2020-04-04,1.0,783832.0,91.1,6959.0,0.3,24.7,48486.0,67243.0,269603.0,477474.0,17.5,2020-03-13,2020-04-30,0.0,0.0,2
Alabama,US,2020-04-22,5593,196,276.0,38.0,13.0,-7.0,18.0,2020-04-04,1.0,783832.0,91.1,6959.0,0.3,24.7,48486.0,67243.0,269603.0,477474.0,17.5,2020-03-13,2020-04-30,0.0,0.0,2
Alabama,US,2020-04-23,5832,202,239.0,-37.0,6.0,-7.0,19.0,2020-04-04,1.0,783832.0,91.1,6959.0,0.3,24.7,48486.0,67243.0,269603.0,477474.0,17.5,2020-03-13,2020-04-30,0.0,0.0,2
Alabama,US,2020-04-24,6026,209,194.0,-45.0,7.0,1.0,20.0,2020-04-04,1.0,783832.0,91.1,6959.0,0.3,24.7,48486.0,67243.0,269603.0,477474.0,17.5,2020-03-13,2020-04-30,0.0,0.0,2
Alabama,US,2020-04-25,6026,209,0.0,-194.0,0.0,-7.0,21.0,2020-04-04,1.0,783832.0,91.1,6959.0,0.3,24.7,48486.0,67243.0,269603.0,477474.0,17.5,2020-03-13,2020-04-30,0.0,0.0,2
Alabama,US,2020-04-26,6421,219,395.0,395.0,10.0,10.0,22.0,2020-04-04,1.0,783832.0,91.1,6959.0,0.3,24.7,48486.0,67243.0,269603.0,477474.0,17.5,2020-03-13,2020-04-30,0.0,0.0,2
Alabama,US,2020-04-27,6539,228,118.0,-277.0,9.0,-1.0,23.0,2020-04-04,1.0,783832.0,91.1,6959.0,0.3,24.7,48486.0,67243.0,269603.0,477474.0,17.5,2020-03-13,2020-04-30,0.0,0.0,2
Alabama,US,2020-04-28,6750,242,211.0,93.0,14.0,5.0,24.0,2020-04-04,1.0,783832.0,91.1,6959.0,0.3,24.7,48486.0,67243.0,269603.0,477474.0,17.5,2020-03-13,2020-04-30,0.0,0.0,2
Alabama,US,2020-04-29,6912,256,162.0,-49.0,14.0,0.0,25.0,2020-04-04,1.0,783832.0,91.1,6959.0,0.3,24.7,48486.0,67243.0,269603.0,477474.0,17.5,2020-03-13,2020-04-30,0.0,0.0,2
Alabama,US,2020-04-30,7088,272,176.0,14.0,16.0,2.0,26.0,2020-04-04,1.0,783832.0,91.1,6959.0,0.3,24.7,48486.0,67243.0,269603.0,477474.0,17.5,2020-03-13,2020-04-30,0.0,0.0,2
Alabama,US,2020-05-01,7294,289,206.0,30.0,17.0,1.0,27.0,2020-04-04,1.0,783832.0,91.1,6959.0,0.3,24.7,48486.0,67243.0,269603.0,477474.0,17.5,2020-03-13,2020-04-30,0.0,0.0,2
Alabama,US,2020-05-02,7611,288,317.0,111.0,-1.0,-18.0,28.0,2020-04-04,1.0,783832.0,91.1,6959.0,0.3,24.7,48486.0,67243.0,269603.0,477474.0,17.5,2020-03-13,2020-04-30,0.0,0.0,2
Alabama,US,2020-05-03,7888,290,277.0,-40.0,2.0,3.0,29.0,2020-04-04,1.0,783832.0,91.1,6959.0,0.3,24.7,48486.0,67243.0,269603.0,477474.0,17.5,2020-03-13,2020-04-30,0.0,0.0,2
Alabama,US,2020-05-04,8112,298,224.0,-53.0,8.0,6.0,30.0,2020-04-04,1.0,783832.0,91.1,6959.0,0.3,24.7,48486.0,67243.0,269603.0,477474.0,17.5,2020-03-13,2020-04-30,0.0,0.0,2
Alabama,US,2020-05-05,8437,315,325.0,101.0,17.0,9.0,31.0,2020-04-04,1.0,783832.0,91.1,6959.0,0.3,24.7,48486.0,67243.0,269603.0,477474.0,17.5,2020-03-13,2020-04-30,0.0,0.0,2
Alabama,US,2020-05-06,8691,343,254.0,-71.0,28.0,11.0,32.0,2020-04-04,1.0,783832.0,91.1,6959.0,0.3,24.7,48486.0,67243.0,269603.0,477474.0,17.5,2020-03-13,2020-04-30,0.0,0.0,2
Alabama,US,2020-05-07,9046,369,355.0,101.0,26.0,-2.0,33.0,2020-04-04,1.0,783832.0,91.1,6959.0,0.3,24.7,48486.0,67243.0,269603.0,477474.0,17.5,2020-03-13,2020-04-30,0.0,0.0,2
Alabama,US,2020-05-08,9385,383,339.0,-16.0,14.0,-12.0,34.0,2020-04-04,1.0,783832.0,91.1,6959.0,0.3,24.7,48486.0,67243.0,269603.0,477474.0,17.5,2020-03-13,2020-04-30,0.0,0.0,2
Alabama,US,2020-05-09,9668,390,283.0,-56.0,7.0,-7.0,35.0,2020-04-04,1.0,783832.0,91.1,6959.0,0.3,24.7,48486.0,67243.0,269603.0,477474.0,17.5,2020-03-13,2020-04-30,0.0,0.0,2
Alaska,US,2020-03-13,1,0,1.0,1.0,0.0,0.0,-15.0,2020-03-28,2.0,78428.0,110.4,4981.0,1.4,18.8,76715.0,96499.0,26868.0,102956.0,10.8,2020-03-11,2020-04-24,0.0,0.0,2
Alaska,US,2020-03-15,1,0,1.0,2.0,0.0,0.0,-13.0,2020-03-28,2.0,78428.0,110.4,4981.0,1.4,18.8,76715.0,96499.0,26868.0,102956.0,10.8,2020-03-11,2020-04-24,0.0,0.0,2
Alaska,US,2020-03-16,1,0,0.0,-1.0,0.0,0.0,-12.0,2020-03-28,2.0,78428.0,110.4,4981.0,1.4,18.8,76715.0,96499.0,26868.0,102956.0,10.8,2020-03-11,2020-04-24,0.0,0.0,2
Alaska,US,2020-03-17,3,0,2.0,2.0,0.0,0.0,-11.0,2020-03-28,2.0,78428.0,110.4,4981.0,1.4,18.8,76715.0,96499.0,26868.0,102956.0,10.8,2020-03-11,2020-04-24,0.0,0.0,2
Alaska,US,2020-03-18,6,0,3.0,1.0,0.0,0.0,-10.0,2020-03-28,2.0,78428.0,110.4,4981.0,1.4,18.8,76715.0,96499.0,26868.0,102956.0,10.8,2020-03-11,2020-04-24,0.0,0.0,2
Alaska,US,2020-03-19,9,0,3.0,0.0,0.0,0.0,-9.0,2020-03-28,2.0,78428.0,110.4,4981.0,1.4,18.8,76715.0,96499.0,26868.0,102956.0,10.8,2020-03-11,2020-04-24,0.0,0.0,2
Alaska,US,2020-03-20,12,0,3.0,0.0,0.0,0.0,-8.0,2020-03-28,2.0,78428.0,110.4,4981.0,1.4,18.8,76715.0,96499.0,26868.0,102956.0,10.8,2020-03-11,2020-04-24,0.0,0.0,2
Alaska,US,2020-03-21,15,0,3.0,0.0,0.0,0.0,-7.0,2020-03-28,2.0,78428.0,110.4,4981.0,1.4,18.8,76715.0,96499.0,26868.0,102956.0,10.8,2020-03-11,2020-04-24,0.0,0.0,2
Alaska,US,2020-03-22,20,0,5.0,2.0,0.0,0.0,-6.0,2020-03-28,2.0,78428.0,110.4,4981.0,1.4,18.8,76715.0,96499.0,26868.0,102956.0,10.8,2020-03-11,2020-04-24,0.0,0.0,2
Alaska,US,2020-03-23,30,0,10.0,5.0,0.0,0.0,-5.0,2020-03-28,2.0,78428.0,110.4,4981.0,1.4,18.8,76715.0,96499.0,26868.0,102956.0,10.8,2020-03-11,2020-04-24,0.0,0.0,2
Alaska,US,2020-03-24,34,0,4.0,-6.0,0.0,0.0,-4.0,2020-03-28,2.0,78428.0,110.4,4981.0,1.4,18.8,76715.0,96499.0,26868.0,102956.0,10.8,2020-03-11,2020-04-24,0.0,0.0,2
Alaska,US,2020-03-25,41,1,7.0,3.0,1.0,1.0,-3.0,2020-03-28,2.0,78428.0,110.4,4981.0,1.4,18.8,76715.0,96499.0,26868.0,102956.0,10.8,2020-03-11,2020-04-24,0.0,0.0,2
Alaska,US,2020-03-26,56,1,15.0,8.0,0.0,-1.0,-2.0,2020-03-28,2.0,78428.0,110.4,4981.0,1.4,18.8,76715.0,96499.0,26868.0,102956.0,10.8,2020-03-11,2020-04-24,0.0,0.0,2
Alaska,US,2020-03-27,58,1,2.0,-13.0,0.0,0.0,-1.0,2020-03-28,2.0,78428.0,110.4,4981.0,1.4,18.8,76715.0,96499.0,26868.0,102956.0,10.8,2020-03-11,2020-04-24,0.0,0.0,2
Alaska,US,2020-03-28,85,2,27.0,25.0,1.0,1.0,0.0,2020-03-28,2.0,78428.0,110.4,4981.0,1.4,18.8,76715.0,96499.0,26868.0,102956.0,10.8,2020-03-11,2020-04-24,0.0,0.0,2
Alaska,US,2020-03-29,102,2,17.0,-10.0,0.0,-1.0,1.0,2020-03-28,2.0,78428.0,110.4,4981.0,1.4,18.8,76715.0,96499.0,26868.0,102956.0,10.8,2020-03-11,2020-04-24,0.0,0.0,2
Alaska,US,2020-03-30,114,3,12.0,-5.0,1.0,1.0,2.0,2020-03-28,2.0,78428.0,110.4,4981.0,1.4,18.8,76715.0,96499.0,26868.0,102956.0,10.8,2020-03-11,2020-04-24,0.0,0.0,2
Alaska,US,2020-03-31,119,3,5.0,-7.0,0.0,-1.0,3.0,2020-03-28,2.0,78428.0,110.4,4981.0,1.4,18.8,76715.0,96499.0,26868.0,102956.0,10.8,2020-03-11,2020-04-24,0.0,0.0,2
Alaska,US,2020-04-01,132,3,13.0,8.0,0.0,0.0,4.0,2020-03-28,2.0,78428.0,110.4,4981.0,1.4,18.8,76715.0,96499.0,26868.0,102956.0,10.8,2020-03-11,2020-04-24,0.0,0.0,2
Alaska,US,2020-04-02,143,3,11.0,-2.0,0.0,0.0,5.0,2020-03-28,2.0,78428.0,110.4,4981.0,1.4,18.8,76715.0,96499.0,26868.0,102956.0,10.8,2020-03-11,2020-04-24,0.0,0.0,2
Alaska,US,2020-04-03,157,3,14.0,3.0,0.0,0.0,6.0,2020-03-28,2.0,78428.0,110.4,4981.0,1.4,18.8,76715.0,96499.0,26868.0,102956.0,10.8,2020-03-11,2020-04-24,0.0,0.0,2
Alaska,US,2020-04-04,171,5,14.0,0.0,2.0,2.0,7.0,2020-03-28,2.0,78428.0,110.4,4981.0,1.4,18.8,76715.0,96499.0,26868.0,102956.0,10.8,2020-03-11,2020-04-24,0.0,0.0,2
Alaska,US,2020-04-05,185,6,14.0,0.0,1.0,-1.0,8.0,2020-03-28,2.0,78428.0,110.4,4981.0,1.4,18.8,76715.0,96499.0,26868.0,102956.0,10.8,2020-03-11,2020-04-24,0.0,0.0,2
Alaska,US,2020-04-06,190,6,5.0,-9.0,0.0,-1.0,9.0,2020-03-28,2.0,78428.0,110.4,4981.0,1.4,18.8,76715.0,96499.0,26868.0,102956.0,10.8,2020-03-11,2020-04-24,0.0,0.0,2
Alaska,US,2020-04-07,213,6,23.0,18.0,0.0,0.0,10.0,2020-03-28,2.0,78428.0,110.4,4981.0,1.4,18.8,76715.0,96499.0,26868.0,102956.0,10.8,2020-03-11,2020-04-24,0.0,0.0,2
Alaska,US,2020-04-08,226,7,13.0,-10.0,1.0,1.0,11.0,2020-03-28,2.0,78428.0,110.4,4981.0,1.4,18.8,76715.0,96499.0,26868.0,102956.0,10.8,2020-03-11,2020-04-24,0.0,0.0,2
Alaska,US,2020-04-09,235,7,9.0,-4.0,0.0,-1.0,12.0,2020-03-28,2.0,78428.0,110.4,4981.0,1.4,18.8,76715.0,96499.0,26868.0,102956.0,10.8,2020-03-11,2020-04-24,0.0,0.0,2
Alaska,US,2020-04-10,246,7,11.0,2.0,0.0,0.0,13.0,2020-03-28,2.0,78428.0,110.4,4981.0,1.4,18.8,76715.0,96499.0,26868.0,102956.0,10.8,2020-03-11,2020-04-24,0.0,0.0,2
Alaska,US,2020-04-11,257,8,11.0,0.0,1.0,1.0,14.0,2020-03-28,2.0,78428.0,110.4,4981.0,1.4,18.8,76715.0,96499.0,26868.0,102956.0,10.8,2020-03-11,2020-04-24,0.0,0.0,2
Alaska,US,2020-04-12,272,8,15.0,4.0,0.0,-1.0,15.0,2020-03-28,2.0,78428.0,110.4,4981.0,1.4,18.8,76715.0,96499.0,26868.0,102956.0,10.8,2020-03-11,2020-04-24,0.0,0.0,2
Alaska,US,2020-04-13,277,8,5.0,-10.0,0.0,0.0,16.0,2020-03-28,2.0,78428.0,110.4,4981.0,1.4,18.8,76715.0,96499.0,26868.0,102956.0,10.8,2020-03-11,2020-04-24,0.0,0.0,2
Alaska,US,2020-04-14,285,9,8.0,3.0,1.0,1.0,17.0,2020-03-28,2.0,78428.0,110.4,4981.0,1.4,18.8,76715.0,96499.0,26868.0,102956.0,10.8,2020-03-11,2020-04-24,0.0,0.0,2
Alaska,US,2020-04-15,293,9,8.0,0.0,0.0,-1.0,18.0,2020-03-28,2.0,78428.0,110.4,4981.0,1.4,18.8,76715.0,96499.0,26868.0,102956.0,10.8,2020-03-11,2020-04-24,0.0,0.0,2
Alaska,US,2020-04-16,300,9,7.0,-1.0,0.0,0.0,19.0,2020-03-28,2.0,78428.0,110.4,4981.0,1.4,18.8,76715.0,96499.0,26868.0,102956.0,10.8,2020-03-11,2020-04-24,0.0,0.0,2
Alaska,US,2020-04-17,309,9,9.0,2.0,0.0,0.0,20.0,2020-03-28,2.0,78428.0,110.4,4981.0,1.4,18.8,76715.0,96499.0,26868.0,102956.0,10.8,2020-03-11,2020-04-24,0.0,0.0,2
Alaska,US,2020-04-18,314,9,5.0,-4.0,0.0,0.0,21.0,2020-03-28,2.0,78428.0,110.4,4981.0,1.4,18.8,76715.0,96499.0,26868.0,102956.0,10.8,2020-03-11,2020-04-24,0.0,0.0,2
Alaska,US,2020-04-19,319,9,5.0,0.0,0.0,0.0,22.0,2020-03-28,2.0,78428.0,110.4,4981.0,1.4,18.8,76715.0,96499.0,26868.0,102956.0,10.8,2020-03-11,2020-04-24,0.0,0.0,2
Alaska,US,2020-04-20,321,9,2.0,-3.0,0.0,0.0,23.0,2020-03-28,2.0,78428.0,110.4,4981.0,1.4,18.8,76715.0,96499.0,26868.0,102956.0,10.8,2020-03-11,2020-04-24,0.0,0.0,2
Alaska,US,2020-04-21,329,9,8.0,6.0,0.0,0.0,24.0,2020-03-28,2.0,78428.0,110.4,4981.0,1.4,18.8,76715.0,96499.0,26868.0,102956.0,10.8,2020-03-11,2020-04-24,0.0,0.0,2
Alaska,US,2020-04-22,335,9,6.0,-2.0,0.0,0.0,25.0,2020-03-28,2.0,78428.0,110.4,4981.0,1.4,18.8,76715.0,96499.0,26868.0,102956.0,10.8,2020-03-11,2020-04-24,0.0,0.0,2
Alaska,US,2020-04-23,337,9,2.0,-4.0,0.0,0.0,26.0,2020-03-28,2.0,78428.0,110.4,4981.0,1.4,18.8,76715.0,96499.0,26868.0,102956.0,10.8,2020-03-11,2020-04-24,0.0,0.0,2
Alaska,US,2020-04-24,339,9,2.0,0.0,0.0,0.0,27.0,2020-03-28,2.0,78428.0,110.4,4981.0,1.4,18.8,76715.0,96499.0,26868.0,102956.0,10.8,2020-03-11,2020-04-24,0.0,0.0,2
Alaska,US,2020-04-25,339,9,0.0,-2.0,0.0,0.0,28.0,2020-03-28,2.0,78428.0,110.4,4981.0,1.4,18.8,76715.0,96499.0,26868.0,102956.0,10.8,2020-03-11,2020-04-24,0.0,0.0,2
Alaska,US,2020-04-26,340,9,1.0,1.0,0.0,0.0,29.0,2020-03-28,2.0,78428.0,110.4,4981.0,1.4,18.8,76715.0,96499.0,26868.0,102956.0,10.8,2020-03-11,2020-04-24,0.0,0.0,2
Alaska,US,2020-04-27,345,9,5.0,4.0,0.0,0.0,30.0,2020-03-28,2.0,78428.0,110.4,4981.0,1.4,18.8,76715.0,96499.0,26868.0,102956.0,10.8,2020-03-11,2020-04-24,0.0,0.0,2
Alaska,US,2020-04-28,351,9,6.0,1.0,0.0,0.0,31.0,2020-03-28,2.0,78428.0,110.4,4981.0,1.4,18.8,76715.0,96499.0,26868.0,102956.0,10.8,2020-03-11,2020-04-24,0.0,0.0,2
Alaska,US,2020-04-29,355,9,4.0,-2.0,0.0,0.0,32.0,2020-03-28,2.0,78428.0,110.4,4981.0,1.4,18.8,76715.0,96499.0,26868.0,102956.0,10.8,2020-03-11,2020-04-24,0.0,0.0,2
Alaska,US,2020-04-30,355,9,0.0,-4.0,0.0,0.0,33.0,2020-03-28,2.0,78428.0,110.4,4981.0,1.4,18.8,76715.0,96499.0,26868.0,102956.0,10.8,2020-03-11,2020-04-24,0.0,0.0,2
Alaska,US,2020-05-01,364,9,9.0,9.0,0.0,0.0,34.0,2020-03-28,2.0,78428.0,110.4,4981.0,1.4,18.8,76715.0,96499.0,26868.0,102956.0,10.8,2020-03-11,2020-04-24,0.0,0.0,2
Alaska,US,2020-05-02,365,9,1.0,-8.0,0.0,0.0,35.0,2020-03-28,2.0,78428.0,110.4,4981.0,1.4,18.8,76715.0,96499.0,26868.0,102956.0,10.8,2020-03-11,2020-04-24,0.0,0.0,2
Alaska,US,2020-05-03,368,9,3.0,2.0,0.0,0.0,36.0,2020-03-28,2.0,78428.0,110.4,4981.0,1.4,18.8,76715.0,96499.0,26868.0,102956.0,10.8,2020-03-11,2020-04-24,0.0,0.0,2
Alaska,US,2020-05-04,370,9,2.0,-1.0,0.0,0.0,37.0,2020-03-28,2.0,78428.0,110.4,4981.0,1.4,18.8,76715.0,96499.0,26868.0,102956.0,10.8,2020-03-11,2020-04-24,0.0,0.0,2
Alaska,US,2020-05-05,371,9,1.0,-1.0,0.0,0.0,38.0,2020-03-28,2.0,78428.0,110.4,4981.0,1.4,18.8,76715.0,96499.0,26868.0,102956.0,10.8,2020-03-11,2020-04-24,0.0,0.0,2
Alaska,US,2020-05-06,372,10,1.0,0.0,1.0,1.0,39.0,2020-03-28,2.0,78428.0,110.4,4981.0,1.4,18.8,76715.0,96499.0,26868.0,102956.0,10.8,2020-03-11,2020-04-24,0.0,0.0,2
Alaska,US,2020-05-07,374,10,2.0,1.0,0.0,-1.0,40.0,2020-03-28,2.0,78428.0,110.4,4981.0,1.4,18.8,76715.0,96499.0,26868.0,102956.0,10.8,2020-03-11,2020-04-24,0.0,0.0,2
